[texto1] [polícia=homem]
[em] [alvorada=eduardo=torres]
[alvorada=eduardo=torres] [eduardo.torres@diariogaucho.com.br]
[eduardo.torres@diariogaucho.com.br] [adolescente]
[adolescente] [de]
[de] [ano]
[ano] [ser]
[ser] [apreender]
[apreender] [em]
[em] [manhã]
[manhã] [de]
[de] [sexta]
[sexta] [em]
[em] [alvorada]
[alvorada] [com]
[com] [pistola]
[pistola] [pertencente]
[pertencente] [a]
[a] [20º]
[20º] [bpm]
[bpm] [atuar]
[atuar] [em]
[em] [zona=norte=da=capital]
[zona=norte=da=capital] [agora]
[agora] [ir]
[ir] [investigar]
[investigar] [como]
[como] [arma]
[arma] [ir]
[ir] [parar]
[parar] [em]
[em] [bairro=umbu]
[bairro=umbu] [com]
[com] [adolescente]
[adolescente] [agente]
[agente] [de]
[de] [polícia]
[polícia] [também]
[também] [encontrar]
[encontrar] [revólver]
[revólver] [calibre]
[calibre] [munição]
[munição] [de]
[de] [diverso]
[diverso] [calibre]
[calibre] [quantidade]
[quantidade] [de]
[de] [crack]
[crack] [maconha]
[maconha] [operação=beira-mar]
[operação=beira-mar] [ser]
[ser] [resultado]
[resultado] [de]
[de] [investigação]
[investigação] [de]
[de] [3ª]
[3ª] [dp]
[dp] [de]
[de] [alvorada]
[alvorada] [contra]
[contra] [tráfico]
[tráfico] [em]
[em] [bairro]
[bairro] [ter]
[ter] [participação]
[participação] [de]
[de] [delegacia]
[delegacia] [de]
[de] [região=metropolitana]
[região=metropolitana] [homem]
[homem] [de]
[de] [ano]
[ano] [com]
[com] [antecedente]
[antecedente] [por]
[por] [homicídio]
[homicídio] [porte]
[porte] [de]
[de] [arma]
[arma] [ameaça]
[ameaça] [também]
[também] [ser]
[ser] [prender]
[prender] [com]
[com] [revólver]
[revólver] [calibre]
[calibre] [munição]
[munição] [pagar]
[pagar] [fiança]
[fiança] [ser]
[ser] [liberar]
[liberar] [adolescente]
[adolescente] [ser]
[ser] [apresentar]
[apresentar] [a]
[a] [ministério=público]

[texto74] [violência]
[violência] [em]
[em] [capital=jovens]
[capital=jovens] [ser]
[ser] [executar]
[executar] [em]
[em] [zona=norte]
[zona=norte] [de]
[de] [porto=alegre]
[porto=alegre] [pm]
[pm] [de]
[de] [11º]
[11º] [bpm]
[bpm] [encontrar]
[encontrar] [em]
[em] [cena]
[cena] [de]
[de] [crime]
[crime] [munição]
[munição] [deflagrar]
[deflagrar] [de]
[de] [calibre]
[calibre] [crime]
[crime] [ocorrer]
[ocorrer] [em]
[em] [avenida=dos=prazeres]
[avenida=dos=prazeres] [vila=jardim=renato=gava]
[vila=jardim=renato=gava] [renato.gava@diariogaucho.com.br]
[renato.gava@diariogaucho.com.br] [duplo]
[duplo] [homicídio]
[homicídio] [chocar]
[chocar] [morador]
[morador] [de]
[de] [zona=norte=da=capital]
[zona=norte=da=capital] [em]
[em] [final]
[final] [de]
[de] [tarde]
[tarde] [de]
[de] [domingo]
[domingo] [homem]
[homem] [conversar]
[conversar] [em]
[em] [carro]
[carro] [polícia]
[polícia] [não]
[não] [confirmar]
[confirmar] [modelo]
[modelo] [ser]
[ser] [executar]
[executar] [com]
[com] [diverso]
[diverso] [tiro]
[tiro] [por]
[por] [dupla]
[dupla] [conforme]
[conforme] [relato]
[relato] [de]
[de] [morador]
[morador] [a]
[a] [polícia]
[polícia] [abordar]
[abordar] [em]
[em] [moto]
[moto] [pm]
[pm] [de]
[de] [11º]
[11º] [bpm]
[bpm] [encontrar]
[encontrar] [em]
[em] [cena]
[cena] [de]
[de] [crime]
[crime] [munição]
[munição] [deflagrar]
[deflagrar] [de]
[de] [calibre]
[calibre] [crime]
[crime] [ocorrer]
[ocorrer] [em]
[em] [avenida=dos=prazeres]
[avenida=dos=prazeres] [vila=jardim]
[vila=jardim] [igor=giovani=proteus]
[igor=giovani=proteus] [ano]
[ano] [com]
[com] [passagem]
[passagem] [por]
[por] [tráfico]
[tráfico] [homicídio]
[homicídio] [estar]
[estar] [em]
[em] [banco]
[banco] [de]
[de] [motorista]
[motorista] [receber]
[receber] [grande]
[grande] [quantidade]
[quantidade] [de]
[de] [tiro]
[tiro] [em]
[em] [banco]
[banco] [de]
[de] [passageiro]
[passageiro] [estar]
[estar] [william=selister=pereira]
[william=selister=pereira] [também]
[também] [ano]
[ano] [morador]
[morador] [de]
[de] [região]
[região] [sem=antecedentes]
[sem=antecedentes] [criminal]
[criminal] [polícia]
[polícia] [acreditar]
[acreditar] [igor]
[igor] [ser]
[ser] [alvo]
[alvo] [de]
[de] [criminoso]
[criminoso] [investigar]
[investigar] [ligação]
[ligação] [entre]
[entre] [vítima]

[texto75] [população]
[população] [de]
[de] [olho]
[olho] [denúncia]
[denúncia] [de]
[de] [tráfico]
[tráfico] [a]
[a] [denarc]
[denarc] [crescer]
[crescer] [%]
[%] [mudança]
[mudança] [em]
[em] [pergunta]
[pergunta] [de]
[de] [atendente]
[atendente] [rapidez]
[rapidez] [em]
[em] [hora]
[hora] [de]
[de] [checo]
[checo] [ser]
[ser] [de]
[de] [fator]
[fator] [apontar]
[apontar] [para]
[para] [aumento]
[aumento] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [agente]
[agente] [de]
[de] [denarc]
[denarc] [prender]
[prender] [homem]
[homem] [de]
[de] [ano]
[ano] [próximo=a]
[próximo=a] [vila=dos=papeleiros]
[vila=dos=papeleiros] [com]
[com] [pedra]
[pedra] [de]
[de] [crack]
[crack] [droga]
[droga] [costumar]
[costumar] [vender]
[vender] [perto=de]
[perto=de] [escola]
[escola] [estadual]
[estadual] [hora]
[hora] [depois]
[depois] [rapaz]
[rapaz] [de]
[de] [ano]
[ano] [ser]
[ser] [flagrar]
[flagrar] [em]
[em] [de]
[de] [muito]
[muito] [movimentar]
[movimentar] [ponto]
[ponto] [de]
[de] [centro]
[centro] [com]
[com] [mais=de]
[mais=de] [pedra]
[pedra] [de]
[de] [crack]
[crack] [dinheiro]
[dinheiro] [caso]
[caso] [ter]
[ter] [em]
[em] [comum]
[comum] [partir]
[partir] [de]
[de] [denúncia]
[denúncia] [por]
[por] [telefone]
[telefone] [fazer]
[fazer] [por]
[por] [população]
[população] [ligação]
[ligação] [para]
[para] [conforme]
[conforme] [órgão]
[órgão] [subir]
[subir] [%]
[%] [ano]
[ano] [em=relação=a]
[em=relação=a] [ano]
[ano] [passado]
[passado] [polícia=civil]
[polícia=civil] [creditar]
[creditar] [aumento]
[aumento] [a]
[a] [encorajamento]
[encorajamento] [de]
[de] [população]
[população] [rapidez]
[rapidez] [em]
[em] [hora]
[hora] [de]
[de] [checar]
[checar] [conforme]
[conforme] [delegado]
[delegado] [mário=souza]
[mário=souza] [responsável]
[responsável] [por]
[por] [prisão]
[prisão] [fazer]
[fazer] [em]
[em] [centro=da=capital]
[centro=da=capital] [em]
[em] [final]
[final] [de]
[de] [outubro]
[outubro] [ano]
[ano] [haver]
[haver] [aumento]
[aumento] [em]
[em] [captura]
[captura] [de]
[de] [traficante]
[traficante] [investigação]
[investigação] [começar]
[começar] [com]
[com] [denúncia]
[denúncia] [haver]
[haver] [informação]
[informação] [checar]
[checar] [confirmar]
[confirmar] [em]
[em] [dia]
[dia] [servir]
[servir] [para]
[para] [iniciar]
[iniciar] [grande]
[grande] [investigação]
[investigação] [explicar]
[explicar] [mário]
[mário] [levantamento]
[levantamento] [apontar]
[apontar] [aumento]
[aumento] [ser]
[ser] [fazer]
[fazer] [por]
[por] [divisão=de=informação=criminal]
[divisão=de=informação=criminal] [dic]
[dic] [de]
[de] [denarc]
[denarc] [comparar]
[comparar] [dado]
[dado] [até]
[até] [outubro]
[outubro] [de]
[de] [ano]
[ano] [mudança]
[mudança] [em]
[em] [forma]
[forma] [de]
[de] [perguntar]
[perguntar] [acreditar]
[acreditar] [aumento]
[aumento] [dar]
[dar] [também]
[também] [por=causa=de]
[por=causa=de] [mudança]
[mudança] [em]
[em] [pergunta]
[pergunta] [fazer]
[fazer] [a]
[a] [denunciante]
[denunciante] [explicar]
[explicar] [diretor]
[diretor] [de]
[de] [divisão=de=informação=criminal]
[divisão=de=informação=criminal] [dic]
[dic] [de]
[de] [denarc]
[denarc] [delegar]
[delegar] [márcio=moreno]
[márcio=moreno] [a=menos]
[a=menos] [de]
[de] [ano]
[ano] [haver]
[haver] [reformulação]
[reformulação] [em]
[em] [questionário]
[questionário] [fazer]
[fazer] [por]
[por] [atendente]
[atendente] [de]
[de] [em]
[em] [local]
[local] [ter]
[ter] [nome]
[nome] [de]
[de] [rua]
[rua] [número]
[número] [de]
[de] [casa]
[casa] [comércio]
[comércio] [ser]
[ser] [insuficiente]
[insuficiente] [perguntar]
[perguntar] [detalhe]
[detalhe] [de]
[de] [imóvel]
[imóvel] [de]
[de] [movimentação]
[movimentação] [dar]
[dar] [informação]
[informação] [para]
[para] [policial]
[policial] [investigar]
[investigar] [completar]
[completar] [márcio]
[márcio] [segundo]
[segundo] [policial]
[policial] [aumento]
[aumento] [de]
[de] [encorajamento]
[encorajamento] [de]
[de] [população]
[população] [em]
[em] [denunciar]
[denunciar] [fator]
[fator] [para]
[para] [crescimento]
[crescimento] [de]
[de] [denúncia]
[denúncia] [estar]
[estar] [ligar]
[ligar] [diretamente]
[diretamente] [a]
[a] [sensação]
[sensação] [de]
[de] [informação]
[informação] [estar]
[estar] [ser]
[ser] [checar]
[checar] [traficante]
[traficante] [prender]
[prender] [número]
[número] [de]
[de] [denarc]
[denarc] [denúncia]
[denúncia] [média]
[média] [mensal]
[mensal] [denúncia]
[denúncia] [média]
[média] [mensal]
[mensal] [até]
[até] [outubro]
[outubro] [denúncia]
[denúncia] [média]
[média] [mensal]

[texto76] [violência=garota]
[violência=garota] [de]
[de] [ano]
[ano] [ser]
[ser] [matar]
[matar] [a]
[a] [facada]
[facada] [em]
[em] [imbé]
[imbé] [em]
[em] [litoral=norte=suspeita=da=polícia=civil]
[litoral=norte=suspeita=da=polícia=civil] [ser]
[ser] [de]
[de] [crime]
[crime] [ter]
[ter] [motivação]
[motivação] [passional]
[passional] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [crime]
[crime] [brutal]
[brutal] [chocar]
[chocar] [morador]
[morador] [de]
[de] [balneário=albatroz]
[balneário=albatroz] [em]
[em] [imbé]
[imbé] [em]
[em] [litoral=norte]
[litoral=norte] [em]
[em] [noite]
[noite] [de]
[de] [quarta-feira]
[quarta-feira] [jovem]
[jovem] [de]
[de] [ano]
[ano] [ser]
[ser] [encontrar]
[encontrar] [matar]
[matar] [com]
[com] [diverso]
[diverso] [facada]
[facada] [em]
[em] [pescoço]
[pescoço] [crime]
[crime] [acontecer]
[acontecer] [em]
[em] [casa]
[casa] [onde]
[onde] [viver]
[viver] [com]
[com] [filho]
[filho] [menino]
[menino] [de]
[de] [ano]
[ano] [suspeito]
[suspeito] [de]
[de] [polícia=civil]
[polícia=civil] [ser]
[ser] [de]
[de] [tratar]
[tratar] [de]
[de] [crime]
[crime] [passional]
[passional] [caso]
[caso] [menino]
[menino] [ser]
[ser] [matar]
[matar] [enquanto]
[enquanto] [brincar]
[brincar] [com]
[com] [arma=de=fogo]
[arma=de=fogo] [em]
[em] [alvorada]
[alvorada] [jovem]
[jovem] [encontrar]
[encontrar] [morto]
[morto] [dentro=de]
[dentro=de] [casa]
[casa] [em]
[em] [alvorada=eduarda=paloma=dos=santos=lerner]
[alvorada=eduarda=paloma=dos=santos=lerner] [ano]
[ano] [conversar]
[conversar] [com]
[com] [pessoa]
[pessoa] [a]
[a] [telefone]
[telefone] [quando]
[quando] [de]
[de] [janela]
[janela] [de]
[de] [casa]
[casa] [ser]
[ser] [arrombar]
[arrombar] [pouco]
[pouco] [antes]
[antes] [de]
[de] [meio]
[meio] [noite]
[noite] [de]
[de] [quarta-feira]
[quarta-feira] [agressor]
[agressor] [invadir]
[invadir] [residência]
[residência] [lutar]
[lutar] [com]
[com] [eduarda]
[eduarda] [deixar]
[deixar] [telefone]
[telefone] [ainda]
[ainda] [ligar]
[ligar] [cair]
[cair] [pessoa]
[pessoa] [com]
[com] [falar]
[falar] [a]
[a] [telefone]
[telefone] [ouvir]
[ouvir] [grito]
[grito] [de]
[de] [jovem]
[jovem] [ligar]
[ligar] [para]
[para] [pai]
[pai] [de]
[de] [eduarda]
[eduarda] [morar]
[morar] [em]
[em] [casa]
[casa] [em]
[em] [parte]
[parte] [de]
[de] [frente]
[frente] [de]
[de] [terreno]
[terreno] [a]
[a] [chegar]
[chegar] [em]
[em] [casa]
[casa] [de]
[de] [em]
[em] [fundo]
[fundo] [de]
[de] [terreno]
[terreno] [encontrar]
[encontrar] [morto]
[morto] [sobre]
[sobre] [cama]
[cama] [filho]
[filho] [de]
[de] [eduarda]
[eduarda] [menino]
[menino] [de]
[de] [ano]
[ano] [estar]
[estar] [debruçar]
[debruçar] [sobre]
[sobre] [corpo]
[corpo] [de]
[de] [mãe]
[mãe] [suspeito]
[suspeito] [de]
[de] [polícia=civil]
[polícia=civil] [ser]
[ser] [de]
[de] [tratar]
[tratar] [de]
[de] [crime]
[crime] [passional]
[passional] [familiar]
[familiar] [relatar]
[relatar] [diverso]
[diverso] [briga]
[briga] [entre]
[entre] [jovem]
[jovem] [companheiro]
[companheiro] [homem]
[homem] [de]
[de] [ano]
[ano] [segundo]
[segundo] [policial]
[policial] [jovem]
[jovem] [por]
[por] [medo]
[medo] [nunca]
[nunca] [ter]
[ter] [registrar]
[registrar] [agressão]
[agressão] [casal]
[casal] [estar]
[estar] [separar]
[separar] [há]
[há] [mês]
[mês] [durante]
[durante] [madrugada]
[madrugada] [de]
[de] [quinta-feira]
[quinta-feira] [ser]
[ser] [fazer]
[fazer] [busca]
[busca] [por]
[por] [suspeito]
[suspeito] [não]
[não] [ser]
[ser] [localizar]
[localizar] [em]
[em] [quinta-feira]
[quinta-feira] [caso]
[caso] [ser]
[ser] [encaminhar]
[encaminhar] [para]
[para] [dp]
[dp] [de]
[de] [imbé]

[texto77] [cadê]
[cadê] [aumentar]
[aumentar] [furto]
[furto] [de]
[de] [veículo]
[veículo] [em]
[em] [capital=carros]
[capital=carros] [fabricar]
[fabricar] [antes]
[antes] [de]
[de] [ser]
[ser] [alvo]
[alvo] [de]
[de] [ladrão]
[ladrão] [ter]
[ter] [facilidade]
[facilidade] [para]
[para] [furtar]
[furtar] [repassar]
[repassar] [desmanchar]
[desmanchar] [crime]
[crime] [aumentar]
[aumentar] [%]
[%] [em]
[em] [último]
[último] [ano]
[ano] [carolina=rocha]
[carolina=rocha] [carolina.rocha@diariogaucho.com.br]
[carolina.rocha@diariogaucho.com.br] [desde]
[desde] [tarde]
[tarde] [de]
[de] [terça-feira]
[terça-feira] [técnico]
[técnico] [em]
[em] [refrigeração]
[refrigeração] [jairo=dos=santos=machado]
[jairo=dos=santos=machado] [ano]
[ano] [contar]
[contar] [com]
[com] [ajuda]
[ajuda] [de]
[de] [amigo]
[amigo] [para]
[para] [tentar]
[tentar] [recuperar]
[recuperar] [carro]
[carro] [fiorino]
[fiorino] [cinza]
[cinza] [placa]
[placa] [afx-4473]
[afx-4473] [estacionar]
[estacionar] [em]
[em] [rua=avaí]
[rua=avaí] [em]
[em] [centro]
[centro] [subir]
[subir] [em]
[em] [edifício]
[edifício] [de]
[de] [quadra]
[quadra] [para]
[para] [atender]
[atender] [a]
[a] [cliente]
[cliente] [quando]
[quando] [descer]
[descer] [minuto]
[minuto] [depois]
[depois] [não]
[não] [encontrar]
[encontrar] [mais]
[mais] [carro]
[carro] [vaga]
[vaga] [já]
[já] [estar]
[estar] [ocupar]
[ocupar] [por]
[por] [jairo]
[jairo] [fazer]
[fazer] [parte]
[parte] [de]
[de] [grupo]
[grupo] [de]
[de] [vítima]
[vítima] [crescer]
[crescer] [%]
[%] [desde]
[desde] [de]
[de] [dono]
[dono] [ter]
[ter] [lata]
[lata] [velho]
[velho] [furtar]
[furtar] [em]
[em] [capital]
[capital] [carro]
[carro] [com]
[com] [mais=de]
[mais=de] [ano]
[ano] [ser]
[ser] [muito]
[muito] [atrativo]
[atrativo] [para]
[para] [gatuno]
[gatuno] [sem]
[sem] [alarme]
[alarme] [chave]
[chave] [codificar]
[codificar] [tornar]
[tornar] [muito]
[muito] [fácil]
[fácil] [de]
[de] [abrir]
[abrir] [poder]
[poder] [ser]
[ser] [ligar]
[ligar] [com]
[com] [chamado]
[chamado] [ligação]
[ligação] [direto]
[direto] [em]
[em] [média]
[média] [a]
[a] [hora]
[hora] [minuto]
[minuto] [veículo]
[veículo] [ser]
[ser] [furtar]
[furtar] [em]
[em] [capital]
[capital] [quase]
[quase] [fabricar]
[fabricar] [antes]
[antes] [de]
[de] [ano]
[ano] [prejuízo]
[prejuízo] [duplo]
[duplo] [carro]
[carro] [serviço]
[serviço] [além=de]
[além=de] [prejuízo]
[prejuízo] [de]
[de] [carro]
[carro] [comprar]
[comprar] [em]
[em] [dezembro]
[dezembro] [de]
[de] [por]
[por] [r]
[r] [último]
[último] [parcela]
[parcela] [quitar]
[quitar] [em]
[em] [dia]
[dia] [jairo]
[jairo] [ter]
[ter] [furtar]
[furtar] [equipamento]
[equipamento] [de]
[de] [trabalho]
[trabalho] [peça]
[peça] [de]
[de] [reposição]
[reposição] [máquina]
[máquina] [de]
[de] [cliente]
[cliente] [levar]
[levar] [para]
[para] [conserto]
[conserto] [de]
[de] [lavar]
[lavar] [louça]
[louça] [secador]
[secador] [de]
[de] [roupa]
[roupa] [ser]
[ser] [mau]
[mau] [sensação]
[sensação] [poder]
[poder] [imaginar]
[imaginar] [levar]
[levar] [ganha-pão]
[ganha-pão] [não]
[não] [ser]
[ser] [carro]
[carro] [novo]
[novo] [não]
[não] [ter]
[ter] [seguro]
[seguro] [saber]
[saber] [destino]
[destino] [poder]
[poder] [ter]
[ter] [ser]
[ser] [desmanchar]
[desmanchar] [lamentar]
[lamentar] [morador]
[morador] [de]
[de] [cachoeirinha]
[cachoeirinha] [há]
[há] [ano]
[ano] [jairo]
[jairo] [ter]
[ter] [problema]
[problema] [cardíaco]
[cardíaco] [desde=então]
[desde=então] [capacidade]
[capacidade] [de]
[de] [trabalho]
[trabalho] [ser]
[ser] [reduzir]
[reduzir] [fiorino]
[fiorino] [ser]
[ser] [mão]
[mão] [em]
[em] [roda]
[roda] [empresa]
[empresa] [para]
[para] [prestar]
[prestar] [serviço]
[serviço] [pedir]
[pedir] [gente]
[gente] [ter]
[ter] [carro]
[carro] [para]
[para] [fazer]
[fazer] [atendimento]
[atendimento] [gente]
[gente] [rodar]
[rodar] [cidade]
[cidade] [ressaltar]
[ressaltar] [jairo]
[jairo] [ligar]
[ligar] [para]
[para] [brigada]
[brigada] [em]
[em] [dia]
[dia] [dizer]
[dizer] [haver]
[haver] [viatura]
[viatura] [em]
[em] [volta]
[volta] [caminhar]
[caminhar] [por]
[por] [lugar]
[lugar] [não]
[não] [encontrar]
[encontrar] [pm]
[pm] [pegar]
[pegar] [táxi]
[táxi] [ir]
[ir] [a]
[a] [palácio=da=polícia]
[palácio=da=polícia] [fazer]
[fazer] [registro]
[registro] [em]
[em] [trajeto]
[trajeto] [não]
[não] [ver]
[ver] [policial]
[policial] [contar]
[contar] [jairo]
[jairo] [contar]
[contar] [com]
[com] [carona]
[carona] [de]
[de] [amigo]
[amigo] [para]
[para] [trabalhar]
[trabalhar] [impunidade]
[impunidade] [incentivar]
[incentivar] [de]
[de] [janeiro]
[janeiro] [a]
[a] [setembro]
[setembro] [furto]
[furto] [de]
[de] [veículo]
[veículo] [em]
[em] [capital]
[capital] [crescer]
[crescer] [%]
[%] [em=relação=a]
[em=relação=a] [período]
[período] [de]
[de] [comparar]
[comparar] [a]
[a] [crescimento]
[crescimento] [ser]
[ser] [de]
[de] [%]
[%] [em]
[em] [período]
[período] [de]
[de] [ano]
[ano] [número]
[número] [de]
[de] [roubo]
[roubo] [de]
[de] [carro]
[carro] [quando]
[quando] [dono]
[dono] [ser]
[ser] [ameaçar]
[ameaçar] [crescer]
[crescer] [%]
[%] [para]
[para] [titular]
[titular] [de]
[de] [delegacia=de=furto]
[delegacia=de=furto] [roubo=de=veículos]
[roubo=de=veículos] [dfrv]
[dfrv] [de]
[de] [deic]
[deic] [delegar]
[delegar] [juliano=ferreira]
[juliano=ferreira] [mercado]
[mercado] [favorecer]
[favorecer] [bandido]
[bandido] [ser]
[ser] [atrativo]
[atrativo] [risco]
[risco] [criminoso]
[criminoso] [correr]
[correr] [a]
[a] [furtar]
[furtar] [ser]
[ser] [pequeno]
[pequeno] [perto=de]
[perto=de] [lucro]
[lucro] [ter]
[ter] [repassar]
[repassar] [carro]
[carro] [explicar]
[explicar] [delegado]
[delegado] [repassar]
[repassar] [de]
[de] [carro]
[carro] [muito]
[muito] [antigo]
[antigo] [ser]
[ser] [fazer]
[fazer] [desmanchar]
[desmanchar] [em]
[em] [média]
[média] [modelo]
[modelo] [usado]
[usado] [mesmo]
[mesmo] [fora=de]
[fora=de] [linha]
[linha] [ser]
[ser] [vender]
[vender] [por]
[por] [r]
[r] [não]
[não] [ficar]
[ficar] [noite]
[noite] [em]
[em] [presídio]
[presídio] [além=disso]
[além=disso] [juliano]
[juliano] [destacar]
[destacar] [impunidade]
[impunidade] [também]
[também] [fazer]
[fazer] [com]
[com] [crime]
[crime] [de]
[de] [tipo]
[tipo] [crescer]
[crescer] [ser]
[ser] [pegar]
[pegar] [com]
[com] [carro]
[carro] [furtar]
[furtar] [ser]
[ser] [prender]
[prender] [por]
[por] [receptação]
[receptação] [não]
[não] [ficar]
[ficar] [noite]
[noite] [em]
[em] [presídio]
[presídio] [destacar]
[destacar] [juliano]
[juliano] [receptação]
[receptação] [ser]
[ser] [crime]
[crime] [afiançável]
[afiançável] [dica]
[dica] [não]
[não] [deixar]
[deixar] [ferramenta]
[ferramenta] [objeto]
[objeto] [de]
[de] [valor]
[valor] [dentro=de]
[dentro=de] [veículo]
[veículo] [evitar]
[evitar] [deixar]
[deixar] [carro]
[carro] [estacionar]
[estacionar] [em]
[em] [via]
[via] [público]
[público] [ficar]
[ficar] [muito=tempo]
[muito=tempo] [em]
[em] [local]
[local] [chamar]
[chamar] [atenção]
[atenção] [de]
[de] [ladrão]
[ladrão] [investir]
[investir] [em]
[em] [alarme]
[alarme] [trava]
[trava] [corta-corrente]
[corta-corrente] [saber]
[saber] [veículo]
[veículo] [possuir]
[possuir] [equipamento]
[equipamento] [de]
[de] [normalmente]
[normalmente] [criminoso]
[criminoso] [procurar]
[procurar] [automóvel]
[automóvel] [idade]
[idade] [fazer]
[fazer] [diferença]
[diferença] [ano]
[ano] [de]
[de] [carro]
[carro] [ser]
[ser] [mais]
[mais] [diferente]
[diferente] [alvo]
[alvo] [de]
[de] [furto]
[furto] [de]
[de] [alvo]
[alvo] [de]
[de] [roubo]
[roubo] [modelo]
[modelo] [modelo]
[modelo] [antigos]
[antigos] [sobretudo]
[sobretudo] [fabricar]
[fabricar] [antes]
[antes] [de]
[de] [ano]
[ano] [ter]
[ter] [recurso]
[recurso] [de]
[de] [segurança]
[segurança] [chave]
[chave] [codificar]
[codificar] [cortar]
[cortar] [corrente]
[corrente] [alarme]
[alarme] [tecnologia]
[tecnologia] [instalado]
[instalado] [em]
[em] [carro]
[carro] [muito]
[muito] [moderno]
[moderno] [tornar]
[tornar] [trabalho]
[trabalho] [de]
[de] [ladrão]
[ladrão] [muito]
[muito] [difícil]
[difícil] [para]
[para] [levar]
[levar] [modelo]
